,er,in,ti,on,es,te,at,al,an,re,en,is,ic,ri,ra,user_id,platform_id
0,"[260114000.0, 983174000.0, 326043500.0, 490056000.0, 277867041.92772967]","[250336000.0, 411070000.0, 283082500.0, 289225222.2222222, 34645962.391911246]","[144612000.0, 360751000.0, 233886000.0, 255781666.66666666, 69331044.0475421]","[278470000.0, 326189000.0, 297757500.0, 297761333.3333333, 16776580.031566493]","[357129000.0, 1333194000.0, 454553500.0, 534736416.6666667, 260360805.41351917]","[197775000.0, 378420000.0, 299545500.0, 294227375.0, 57458714.45641971]","[178005000.0, 1124526000.0, 374076000.0, 428728384.61538464, 240588086.13432035]","[166424000.0, 547014000.0, 284127000.0, 295958083.3333333, 92363587.23856707]","[185398000.0, 1099737000.0, 247396000.0, 352306666.6666667, 270251074.5679119]","[244788000.0, 1085103000.0, 318621500.0, 379130166.6666667, 216712751.13570392]","[188412000.0, 415474000.0, 282525000.0, 273483454.54545456, 62594434.22594468]","[200653000.0, 568573000.0, 260131000.0, 329570941.1764706, 119088373.16758686]","[355762000.0, 454362000.0, 405062000.0, 405062000.0, 49300000.0]","[213583000.0, 488433000.0, 248529500.0, 299768750.0, 111634710.9155011]","[374958000.0, 398787000.0, 386872500.0, 386872500.0, 11914500.0]",[28],[2]
0,"[260837000.0, 763385000.0, 295795000.0, 369116888.8888889, 165625449.18610415]","[238022000.0, 389421000.0, 279503000.0, 291728181.8181818, 43476333.411133386]","[185230000.0, 852079000.0, 267965000.0, 318040117.64705884, 152809447.7429834]","[269532000.0, 523415000.0, 305330000.0, 335534066.6666667, 70475883.88611306]","[371818000.0, 1047958000.0, 419648000.0, 501755750.0, 211616744.1902637]","[164254000.0, 407619000.0, 298182000.0, 284016555.5555556, 74473665.21441747]","[192957000.0, 1280317000.0, 350753000.0, 382590000.0, 238361801.93242073]","[183832000.0, 526389000.0, 282253000.0, 316911416.6666667, 118866584.07465231]","[206463000.0, 465714000.0, 254908500.0, 280342125.0, 82994989.94884796]","[261526000.0, 1008451000.0, 309447500.0, 377749300.0, 213760007.32506067]","[191447000.0, 622897000.0, 248547000.0, 285050363.6363636, 121700029.26964071]","[211154000.0, 855645000.0, 279004500.0, 348086000.0, 151876534.1759549]","[356210000.0, 1874966000.0, 434195500.0, 774891750.0, 635933226.3816599]","[224846000.0, 340280000.0, 308106000.0, 297526200.0, 39215311.664705664]","[479245000.0, 704874000.0, 592059500.0, 592059500.0, 112814500.0]",[28],[3]
0,"[355690000.0, 610686000.0, 470755500.0, 469787333.3333333, 78487451.336008]","[212913000.0, 399791000.0, 275430000.0, 282942311.1111111, 40885135.148131624]","[172707000.0, 422668000.0, 317154000.0, 300104187.5, 62818270.3839205]","[110479000.0, 1278089000.0, 269194500.0, 355577700.0, 311888832.68595874]","[289478000.0, 791241000.0, 432856000.0, 448548111.1111111, 148146087.92708218]","[260815000.0, 855793000.0, 307431000.0, 331098388.8888889, 100397175.20353231]","[228554000.0, 411374000.0, 289061000.0, 292384307.6923077, 48778236.06484385]","[299698000.0, 1127773000.0, 335984500.0, 432947625.0, 263800978.5534056]","[206632000.0, 582893000.0, 326491500.0, 360627000.0, 143386251.0964702]","[202772000.0, 661214000.0, 303216000.0, 320277461.53846157, 107612230.81731598]","[235529000.0, 395627000.0, 253145000.0, 283129750.0, 59933921.77171038]","[209710000.0, 551035000.0, 282584000.0, 323916625.0, 100576915.40922487]","[299462000.0, 346008000.0, 345828000.0, 330432666.6666667, 21899691.707622025]","[220393000.0, 349505000.0, 240759000.0, 265591500.0, 48773847.89259507]","[189943000.0, 1217701000.0, 273415000.0, 432318444.4444444, 311920282.8302668]",[29],[1]
0,"[251952000.0, 758546000.0, 410848500.0, 424777500.0, 162981530.36949718]","[199504000.0, 392693000.0, 279079000.0, 280594319.14893615, 40979675.72901951]","[123041000.0, 676239000.0, 241694000.0, 263366523.80952382, 112564823.10909908]","[179518000.0, 296437000.0, 253179000.0, 252302500.0, 27992595.362115726]","[231689000.0, 505249000.0, 315084000.0, 350607272.72727275, 99750957.23039536]","[197491000.0, 574870000.0, 321165000.0, 332014200.0, 62415558.769375235]","[237993000.0, 463589000.0, 269700000.0, 286929307.6923077, 61667331.53397113]","[228559000.0, 941118000.0, 322172500.0, 390888000.0, 210947113.08643216]","[214477000.0, 920941000.0, 263575000.0, 362580833.3333333, 251606224.84775472]","[211179000.0, 1273761000.0, 274899000.0, 377133666.6666667, 266084144.882696]","[159152000.0, 749106000.0, 322502000.0, 354278210.5263158, 155940521.44346875]","[224484000.0, 401611000.0, 330717000.0, 324248571.4285714, 58438243.79598675]","[233835000.0, 1177209000.0, 339081000.0, 583375000.0, 422096588.3112537]","[213643000.0, 458249000.0, 251404500.0, 288822666.6666667, 84948555.47264408]","[239497000.0, 421697000.0, 271298000.0, 294367000.0, 52406287.21823365]",[29],[2]
0,"[566626000.0, 2048095000.0, 1307360500.0, 1307360500.0, 740734500.0]","[222227000.0, 762774000.0, 272221000.0, 304356533.3333333, 103555735.3488878]","[209027000.0, 379024000.0, 333859500.0, 311696300.0, 61618760.8461092]","[224520000.0, 382737000.0, 277826000.0, 283263250.0, 47198251.50561724]","[251926000.0, 608964000.0, 418572000.0, 416969750.0, 130730480.62975788]","[249323000.0, 821917000.0, 327887000.0, 351869193.5483871, 100613815.06482111]","[229114000.0, 575715000.0, 326682500.0, 351308100.0, 116589931.09994534]","[314934000.0, 861686000.0, 317595000.0, 413096142.85714287, 186054133.1843493]","[205731000.0, 439645000.0, 290194000.0, 306441000.0, 88035081.33693068]","[233826000.0, 935781000.0, 279153000.0, 352812000.0, 190099587.5305171]","[206349000.0, 537252000.0, 350263500.0, 346818700.0, 99375730.71132609]","[217664000.0, 303073000.0, 244196500.0, 252282500.0, 33564053.349528566]","[243584000.0, 373103000.0, 336339000.0, 317675333.3333333, 54497964.36769196]","[255546000.0, 387085000.0, 278803000.0, 307144666.6666667, 57318203.5211231]","[243660000.0, 973748000.0, 332769500.0, 405868875.0, 221180375.95616248]",[29],[3]
0,"[242299000.0, 289109000.0, 259358500.0, 260231333.33333334, 16513528.319397874]","[202033000.0, 408393000.0, 279901500.0, 281127750.0, 45650986.736186765]","[209110000.0, 390925000.0, 276499000.0, 288291933.3333333, 60478042.025699064]","[237290000.0, 443076000.0, 252393500.0, 302289250.0, 75837299.2059591]","[293684000.0, 467641000.0, 337482000.0, 352580363.6363636, 53630593.755757]","[206733000.0, 489480000.0, 395004000.0, 383426300.0, 72730176.54185915]","[190925000.0, 732352000.0, 306868000.0, 330489190.47619045, 137927598.91873536]","[190195000.0, 236455000.0, 210923000.0, 214788600.0, 18162736.947938215]","[203895000.0, 436577000.0, 279732000.0, 298329214.28571427, 81765716.60820983]","[262245000.0, 1816606000.0, 280862000.0, 676218200.0, 598598100.3796788]","[185543000.0, 819440000.0, 273176000.0, 318850150.0, 173833256.00881872]","[198147000.0, 465349000.0, 272675000.0, 307569263.15789473, 91692382.79150225]","[239183000.0, 239183000.0, 239183000.0, 239183000.0, 0.0]","[217631000.0, 302145000.0, 259712000.0, 258329923.07692307, 29544935.514103673]","[290882000.0, 411037000.0, 341359000.0, 340360333.3333333, 42000347.98929912]",[30],[1]
0,"[245583000.0, 474849000.0, 282308000.0, 312326888.8888889, 88089777.78310344]","[222267000.0, 1008532000.0, 261459000.0, 298877785.71428573, 148918409.7794487]","[202104000.0, 656928000.0, 286992000.0, 324030421.05263156, 130315465.61782731]","[182251000.0, 576169000.0, 272460000.0, 322776909.09090906, 126058984.3802961]","[290760000.0, 459881000.0, 319533000.0, 344186352.9411765, 50929076.835214645]","[256983000.0, 625979000.0, 356379000.0, 385330485.71428573, 104761038.18619686]","[235641000.0, 362131000.0, 293878000.0, 297147800.0, 35810504.337135494]","[183802000.0, 410596000.0, 298842000.0, 288362307.6923077, 64318776.13094211]","[190075000.0, 1030922000.0, 247590000.0, 323854533.3333333, 204069761.43494546]","[265267000.0, 406465000.0, 335866000.0, 335866000.0, 70599000.0]","[173211000.0, 456171000.0, 234880500.0, 239468727.27272728, 60233454.36578173]","[205633000.0, 475080000.0, 227218000.0, 271639652.17391306, 85212694.60264847]","[225478000.0, 225478000.0, 225478000.0, 225478000.0, 0.0]","[199437000.0, 463269000.0, 235906000.0, 274483222.2222222, 88517002.26356739]","[309113000.0, 341433000.0, 324602000.0, 325138800.0, 14456435.19544151]",[30],[2]
0,"[250979000.0, 295228000.0, 283262000.0, 280914750.0, 12363421.08550461]","[224395000.0, 530645000.0, 254723500.0, 272420500.0, 61096412.04481651]","[217230000.0, 415662000.0, 320374500.0, 317615900.0, 61752985.10266528]","[211385000.0, 312879000.0, 268500500.0, 264347833.33333334, 45836845.937217616]","[265192000.0, 408939000.0, 302468000.0, 310451705.88235295, 32711085.895196244]","[218878000.0, 890234000.0, 322342500.0, 358841166.6666667, 127665163.87561992]","[186554000.0, 495959000.0, 288113000.0, 307403894.7368421, 78214239.25273235]","[197519000.0, 375173000.0, 312435500.0, 294065250.0, 56955995.449886575]","[191602000.0, 344401000.0, 316874000.0, 288180833.3333333, 61504471.46459263]","[207870000.0, 641625000.0, 508569500.0, 454979000.0, 177598379.43165472]","[167165000.0, 296451000.0, 215612000.0, 217968526.31578946, 34555224.337083235]","[207733000.0, 641751000.0, 225851000.0, 296397235.2941176, 119847464.75049485]","[2067133422.4505134, 2067133422.4505134, 2067133422.4505134, 2067133422.4505134, 2067133422.4505134]","[186930000.0, 507248000.0, 230388000.0, 275499533.3333333, 93266500.18083784]","[261075000.0, 1305075000.0, 812405500.0, 797740250.0, 507758493.4520421]",[30],[3]
0,"[277352000.0, 627054000.0, 372182000.0, 413512000.0, 111610628.29190725]","[245727000.0, 998655000.0, 326250000.0, 388696588.2352941, 193345989.84875572]","[168121000.0, 594887000.0, 301925500.0, 327158000.0, 122219935.54326561]","[204143000.0, 756124000.0, 317884500.0, 330013307.6923077, 97339680.78995298]","[300306000.0, 540076000.0, 363146000.0, 372429222.2222222, 67325463.81533971]","[273452000.0, 959005000.0, 357282500.0, 384355416.6666667, 141273220.22530097]","[297240000.0, 630682000.0, 350112000.0, 381472941.1764706, 74286501.42480609]","[163012000.0, 941683000.0, 282612500.0, 394965300.0, 235306664.83550778]","[200921000.0, 916160000.0, 285686000.0, 340495857.14285713, 146810647.1285817]","[253812000.0, 695844000.0, 342077500.0, 405600166.6666667, 144893910.9963064]","[206839000.0, 1243831000.0, 303219000.0, 352117944.4444444, 223138707.28302914]","[199173000.0, 478450000.0, 253934500.0, 284842500.0, 72626022.52120103]","[274692000.0, 673135000.0, 472518500.0, 473216000.0, 156725052.93506843]","[287363000.0, 396500000.0, 387596500.0, 364764000.0, 45134197.3286332]","[233306000.0, 522889000.0, 458951500.0, 424977750.0, 95011374.36611208]",[31],[1]
0,"[305541000.0, 436460000.0, 348359000.0, 351807000.0, 45801196.46908801]","[223177000.0, 1265274000.0, 302530000.0, 365213095.2380952, 223920968.47791222]","[283753000.0, 569322000.0, 379642000.0, 396068166.6666667, 86748927.10079409]","[254025000.0, 368455000.0, 298701500.0, 298619678.5714286, 26105523.90922762]","[270387000.0, 622769000.0, 345026000.0, 382077428.5714286, 94569230.32188362]","[168000000.0, 435234000.0, 342177500.0, 341753875.0, 52506672.708739676]","[277313000.0, 711614000.0, 382322000.0, 409264470.5882353, 105077683.58142164]","[143725000.0, 356615000.0, 252723000.0, 262877285.7142857, 57295803.69255247]","[220751000.0, 379303000.0, 259383500.0, 273675222.2222222, 47766750.76121413]","[280598000.0, 494510000.0, 322894000.0, 367529000.0, 79026060.03591473]","[188599000.0, 1452603000.0, 280398000.0, 362074625.0, 286944562.1191215]","[179475000.0, 376906000.0, 255548500.0, 259013611.1111111, 48296858.119733356]","[363280000.0, 625534000.0, 418056500.0, 456231750.0, 100555049.13820837]","[233027000.0, 392752000.0, 340514000.0, 326701750.0, 61422408.351411134]","[257814000.0, 787773000.0, 465304000.0, 495416300.0, 167626730.79676163]",[31],[2]
